,GENuS_name,FAO_name,Calories,Protein,Fat,Carbohydrates,Vitamin C,Vitamin A,Folate,Calcium,Iron,Zinc,Potassium,Dietary Fiber,Copper,Sodium,Phosphorus,Thiamin,Riboflavin,Niacin,B6,Choline,Magnesium,Manganese,Saturated FA,Monounsaturated FA,Polyunsaturated FA,Omega-3 (USDA only),B12 (USDA only),Water/moisture,Ash,Refuse
11,Rice (Milled Equivalent),"Rice, paddy",242.28929824561402,7.17339161845614,0.9733797246491228,53.171929822807016,0.015789473684210527,0.43859649122807015,1.6666666666666667,29.090317924561404,1.7359683061929827,0.4570175438596492,50.55333496491228,0.703244887,0.023649122807017545,4.10701754385965,120.58947368421053,0.14952250238596493,0.04196875915789474,2.463879045614035,0.019526315789473683,0.0,6.140350877192983,0.052824561403508774,0.004403508771929824,0.006333333333333333,0.005894736842105263,0.0,0.0,11.747426897192982,0.6475438596491229,0.0
12,Spices; nes,"Spices, nes",205.76363636363635,9.380545454545455,6.622363636363637,34.484909090909085,29.809090909090905,162.36472727332728,85.21818181818182,684.2050909090909,21.40563636363636,2.075818181818182,748.0181818181818,12.50909090909091,0.4632181818181818,39.44,178.54545454545453,0.20821818181818186,0.3197636363636363,4.139509090909091,0.4334545454545454,31.787272727272722,140.96363636363637,2.875090909090909,0.7758909090909091,1.3438181818181818,0.8445454545454546,0.0,0.0,35.66036363636364,4.6685454545454546,4.4
13,Roots and tubers; nes,"Roots and Tubers,Total",54.02603773584906,1.8653459119433962,0.7229559749056604,11.460503144716983,11.204716981132076,15.075471698113208,7.377358490566038,30.221509433962265,2.370377358490566,0.05150943396226415,73.28301886792453,0.6377358490566039,0.01679245283018868,2.8358490566037737,52.83584905660378,0.05669811320754717,0.05433962264150943,0.8408301886792453,0.015547169811320757,0.8226415094339623,4.867924528301887,0.01690566037735849,0.0015471698113207549,0.0003207547169811321,0.0034150943396226412,0.0,0.0,70.8351572326415,0.6853459119433962,2.4716981132075473
14,Oilcrops Oil; Other,"Oilcrops, Oil Equivalent",628.0782692307693,0.07442307692307693,85.6580769230769,0.03653846153846154,0.0038461538461538464,16.882692307692306,0.019230769230769232,0.6923076923076923,0.07807692307692307,0.015576923076923075,0.34615384615384615,0.0,0.0,0.125,0.5961538461538461,0.002307692307692308,0.007057692307692307,0.029096153846153845,0.0001730769230769231,0.24807692307692308,0.057692307692307696,0.0,8.700346153846153,14.17173076923077,12.625461538461538,0.0,0.0019230769230769232,6.866538461538463,0.09461538461538462,0.0
15,Oranges; Mandarines,Oranges,18.563000000000002,0.71386666672,0.2065,4.1996,35.089866666599995,39.962622222360004,2.485,24.006,0.358172,0.01971333334,36.98,0.29599999999999993,0.006219999999999999,0.8096,13.855133333400001,0.05058857141999999,0.031175000000000005,1.0962514285799998,0.006980000000000001,0.652,1.06,0.0017399999999999998,0.0016799999999999999,0.00246,0.0026,0.0,0.0,81.7102222222,0.3232,2.68
16,Oranges; Mandarines,"Tangerines, mandarins, clementines, satsumas",18.563000000000002,0.71386666672,0.2065,4.1996,35.089866666599995,39.962622222360004,2.485,24.006,0.358172,0.01971333334,36.98,0.29599999999999993,0.006219999999999999,0.8096,13.855133333400001,0.05058857141999999,0.031175000000000005,1.0962514285799998,0.006980000000000001,0.652,1.06,0.0017399999999999998,0.0016799999999999999,0.00246,0.0026,0.0,0.0,81.7102222222,0.3232,2.68
17,Beans; green,"Beans, green",35.05183673469388,4.3736394551428575,0.5222040816326531,5.497455782959183,19.644897959183677,22.109126984081634,6.544217687142857,56.534013605510204,1.8622448977959183,0.1986326530612245,95.04183673469389,1.006020408163265,0.01036734693877551,8.799489795918367,71.79591836734694,0.10604081636734694,0.813040816367347,0.5354285714285715,0.008510204081632652,0.4959183673469388,4.285714285714286,0.008775510204081634,0.0029795918367346943,0.0011224489795918367,0.0057551020408163275,0.0,0.0,81.41884353734694,0.7418367346938777,1.2653061224489797
18,Bananas,Bananas,67.15833333333333,1.157857142857143,0.2214285714285714,15.562857142857146,7.0976190476190455,20.113095238095237,1.3333333333333333,6.333333333333333,0.4945238095238096,0.04714285714285714,121.35714285714286,0.4095238095238095,0.01757142857142857,2.4178571428571427,13.285714285714286,0.03182539683333333,0.030099206357142853,0.4865476191428572,0.024928571428571432,0.23333333333333334,2.0238095238095237,0.006428571428571429,0.005285714285714285,0.0012380952380952382,0.00269047619047619,0.0,0.0,71.10880952380953,0.7104761904761906,3.380952380952381
19,Mushrooms and truffles,Mushrooms and truffles,21.583902439024392,2.679024390243902,0.35048780487804876,3.576585365853658,1.451219512195122,0.21951219512195122,4.439024390243903,8.673170731707318,1.3290243902439023,0.41926829268292687,125.95121951219512,0.7024390243902439,0.09751219512195121,7.497560975609756,68.23414634146341,0.06673170731707317,0.24451219512195121,1.8390731707317074,0.026317073170731713,3.887804878048781,2.951219512195122,0.03892682926829268,0.007292682926829268,0.002780487804878049,0.19760975609756098,0.0,0.004634146341463414,90.65170731707316,0.682439024390244,0.6585365853658537
20,Carrots and turnips,Carrots and turnips,13.17897435897436,1.0072649572051282,0.16810897435897437,2.5573550061794874,16.846153846153847,358.9487179487179,1.676923076923077,40.82051282051282,0.9545705127948718,0.059623931615384616,67.16153846153847,0.3644871794871795,0.004525641025641025,13.314102564102564,70.25567765564104,0.031578754564102564,0.057322344307692306,0.39755555556410255,0.009350427358974359,8.046153846153846,0.6239316238461539,0.003666666666666667,0.0024871794871794872,0.0011282051282051281,0.005820512820512821,0.0,0.0,75.51816849820513,0.8687179487179488,1.7692307692307692
21,Fruit; prepared; nes,Fruit Primary,55.21052631578947,0.7263157894736842,0.23894736842105263,14.024473684210525,11.276315789473683,25.263157894736842,7.315789473684211,14.81578947368421,0.5960526315789474,0.15236842105263157,179.76315789473685,2.3868421052631574,0.07771052631578948,4.631578947368421,17.973684210526315,0.026868421052631583,0.03042105263157895,0.5355,0.053894736842105266,3.586842105263158,11.131578947368421,0.288578947368421,0.022578947368421053,0.03189473684210526,0.0681315789473684,0.0,0.0,84.545,0.46657894736842115,1.2105263157894737
22,Maize,Maize,137.4138888888889,8.402802855138889,3.327770764111111,28.06689839444444,0.5333333333333333,14.708333333333334,3.233659946388889,19.706000122499997,3.2540268799999996,0.4984511013888889,73.65134912222223,1.294722222222222,0.02506154977777778,2.8555555555555556,206.72823596111112,0.24445910608333332,0.101954101,2.221128316944444,0.03937430727777778,0.0,15.231618951944446,0.013472222222222222,0.06575,0.14308333333333334,0.2684166666666667,0.0,0.0,12.46101851861111,1.0460465046388885,0.0
23,Sweet Potatoes,Sweet potatoes,48.42264705882353,0.9243137260000002,0.17009803920588237,11.13980389117647,15.530392156764705,311.3975490186176,4.911764705882353,23.03235294117647,0.9723529411764706,0.08838235294117647,83.80353105294117,0.6594117647058824,0.021794117647058825,7.324509803823529,25.107843137058822,0.056387255,0.029441176470588238,0.43912745097058825,0.027911764705882355,0.361764705882353,2.926470588235294,0.007588235294117647,0.006999999999999999,0.0012058823529411764,0.012176470588235294,0.0,0.0,52.05004904941177,0.5704411764705882,2.676470588235294
24,Lemons; Limes,Lemons and limes,16.506875,0.7343750000000001,0.40447916665625,3.63625,38.60625,5.961979166656249,0.9375,35.4633928571875,0.545491071375,0.0353125,72.1171875,0.415625,0.03559375,1.2765625,16.5566964284375,0.030125,0.025625000000000002,0.3803125,0.00540625,0.31875,0.9375,0.0011875,0.00315625,0.00125,0.0063750000000000005,0.0,0.0,86.35093749999999,0.32046875,4.375
25,Plantains,Plantains and others,27.672000000000004,1.1700000000000004,0.30566666666666664,6.619666666666666,9.727666666666666,45.806666666666665,2.0,6.8971111111,0.7713333333333334,0.019333333333333334,59.97,0.2033333333333333,0.005366666666666667,0.5333333333333333,24.863,0.14439999999999997,0.10546666666666667,0.46886666666666665,0.019966666666666667,0.45,2.466666666666667,0.0,0.010766666666666667,0.0020666666666666667,0.0043,0.0,0.0,65.70533333333334,0.8606666666666667,2.3
